"111145","@mention girl.... I forgot how ridiculous the weather is here! We went out last night and I broke a sweat! Unsexy!","north carolina","Charlotte","0","1","0","0","0","0.212","0","0","0.788","0","0","0.212","0.788","0.212","0","0","0","0.212","0","0","0","0","0","0"
"4860","RT @mention: Thunderstorms are my favorite on Sundays! #lazyday","minnesota","Blaine, MN","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"52183","@mention 90 degrees are going to be in SLC before I know it! I agree, that's a bit too uncomfy. Bet it makes for interesting market days","utah","Salt Lake City","0","0.804","0","0","0.196","0.257","0.743","0","0","0","0","0","0.743","0","0","0.257","0","0","0","0","0","0","0","0"
"5374","#WEATHER:  10:54 am: 76.0F. Feels F. 29.70% Humidity. 8.1MPH Northwest Wind.","kansas","Wichita, KS, USA","0","0","1","0","0","0.794","0","0.206","0","0","0","0","0","0.202","0","0.409","0","0.389","0","0","0","0","0","0"
"304","Rays-Tigers game postponed: The Motor City was the rainy city this afternoon as heavy rain brought the Tampa Bay... {link}","florida","Tampa, Florida","0","0","0.817","0","0.183","0.239","0","0","0.761","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"39950","#WEATHER:  6:53 am : 46.0F. Feels 40F. 30.06% Humidity. 12.7MPH South Wind.","alaska","Anchorage, AK, USA","0","0","1","0","0","1","0","0","0","0","0","0","0","0.429","0","0.355","0","0","0","0","0","0","0","0.433"
"85523","Anthem, AZ @mention:30 PM, Temp:71.2&#xB0;F, Wind:2.6 mph WSW, Baro:29.28 inches, Hum: 35, Rain:0.00 in., Hi:73.4&#xB0;F, Lo:61.5&#xB0;F@mention:47 AM","arizona","Phoenix (Prescott)","0","0","1","0","0","0.812","0","0.188","0","0","0","0","0.434","0.434","0","0.16","0","0","0.405","0","0","0","0","0.623"
"7662","This weather is retarded !","california","Los Angeles (Pasadena)","0","1","0","0","0","0.771","0","0.229","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"96329","The National Weather Service has Expired a Tornado Watch for Des Moines, Henry, Jefferson, Lee, Louisa, Van Buren,... {link}","vermont","Burlington, IA","0","0","0.827","0.173","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.199","0","1","0"
"41119","@mention I am sorry! I was whining because it was cold & rainy here in Chicago. Heading home to Tampa and some sunshine, I hope!","florida","Tampa-St. Pete (Sarasota)","0","1","0","0","0","0.801","0","0","0.199","0","1","0","0","0","0","0","0","0","1","0","0","0.394","0","0"
"14181","Freaking weather!!","arkansas","","0","1","0","0","0","0.825","0","0.175","0","0","0","0","0","0","0","0.654","0","0.346","0","0","0","0","0","0"
"18089","Weather data at 6:00 PM. 76.2&#xB0;F, 75&#x25; humidity. Wind: 2.7 mph from the N. Rain: 0.02 in. NO CURRENT ADVISORIES","virginia","","0","0","1","0","0","1","0","0","0","0","0","0","0.195","0.799","0","0","0","0.201","0.415","0","0","0.189","0","0.799"
"60388","@mention lol its a thunderstorm....","wisconsin","Wisconsin","0","0","0.579","0.421","0","0.795","0","0.205","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"55831","RT @mention: @mention on the PhilCast version of the weather deck in the rain on today's show. {link} ...","wisconsin","Milwaukee, Wisconsin","0","0","0.397","0","0.603","0.499","0","0.501","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"114638","@mention great snuggle weather #lol","pennsylvania","Philadelphia","0","0","0","1","0","1","0","0","0","0","0.21","0","0","0","0","0.79","0","0","0","0","0","0","0","0"
"116245","It's the same door handle from the Geo Storm. To this day, in junkyards, the actuation feels weighted and precise. @mention","michigan","Detroit, United States","0","0","0.181","0","0.819","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"25125","With @mention watching the @mention and the @mention! Great weather!!!","new mexico","Farmington, Arkansas","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0.796","0","0.204","0","0","0","0","0","0"
"11015","THE IMMEDIATE TORNADO THREAT HAS PASSED AND THE SPC HAS RESUMED ALL NORMAL FORECASTER OPERATIONS THERE. -Storm Prediction Center","arizona","Phoenix, Arizona","0","0","0.8","0","0.2","0.744","0","0","0.256","0","0","0","0","0","0","0","0","0","0","0","0.256","0","1","0"
"95275","I walked outside and my eyes started to water cause its TOO DAMN HOT!!!!","arizona","Phoenix (Prescott)","0","1","0","0","0","0.805","0","0.195","0","0","0","0.208","1","0","0","0","0","0","0","0","0","0.208","0","0"
"95319","This weather flip flop is driving me nuts!!! I need it HOT n I need it NOW!!!","kentucky","Louisville","0","1","0","0","0","1","0","0","0","0","0.205","0","0.393","0","0","0.205","0","0.402","0","0","0","0","0","0"
"76600","While I'm ready for the pleasant spring weather, it is nice to be able to wear all the sweaters I bought on clearance recently.","maine","Wonderland","0","0","0.2","0.8","0","0.8","0.2","0","0","0","0.597","0","0","0","0","0.203","0","0.2","0","0","0","0","0","0"
"30087","Why is it so dam hot like wtf only in the summer time its still hot in and outside","maryland","baltimore,md","0","1","0","0","0","0.827","0","0.173","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"112572","It's 96 degrees outside & it feels 100 degrees plus!!!","arizona","-Phoenix; AZ ","0.209","0.589","0.202","0","0","1","0","0","0","0","0","0","0.798","0","0","0","0","0.202","0","0","0","0.186","0","0"
"35069","...great run today, feels good with this weather, i enjoy it and get a tan...haha lol","texas","Dallas-Ft. Worth","0","0","0","1","0","1","0","0","0","0","0","0","0.198","0","0","0.406","0","0","0","0","0","0.594","0","0"
"113115","@mention Looks like you might get severe thunderstorms.","kansas","lawrence, ks","0.196","0","0.804","0","0","0","0.788","0.212","0","0","0","0","0","0","0","0","0","0.196","0","0","0.804","0","0","0"
"35351","With all this weather, is the whole world ending Saturday thing looking any better?","maryland","Towson, Md","0","0.415","0.393","0","0.192","0.736","0.264","0","0","0.264","0","0","0","0","0","0.736","0","0","0","0","0.264","0","0","0"
"85533","Hahaha. Wow... Good little piece of information to know on a rainy day. :)  #yourerealcute","arkansas","Arkansas","0","0","0.795","0","0.205","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
